id,host,start,end,duration,duration.min
274007,bigbang.ocf.berkeley.edu,2017-09-13T20:20:03Z,2017-09-13T20:25:47Z,5M 44S,5
274025,bigbang.ocf.berkeley.edu,2017-09-13T20:27:01Z,2017-09-13T20:36:50Z,9M 49S,9
274043,bigbang.ocf.berkeley.edu,2017-09-13T20:38:02Z,2017-09-13T20:43:56Z,5M 54S,5
274059,bigbang.ocf.berkeley.edu,2017-09-13T20:51:02Z,2017-09-13T21:01:04Z,10M 2S,10
274085,bigbang.ocf.berkeley.edu,2017-09-13T21:02:02Z,2017-09-13T21:06:27Z,4M 25S,4
274097,bigbang.ocf.berkeley.edu,2017-09-13T21:08:03Z,2017-09-13T21:10:07Z,2M 4S,2
274106,bigbang.ocf.berkeley.edu,2017-09-13T21:13:02Z,2017-09-13T21:14:35Z,1M 33S,1
274112,bigbang.ocf.berkeley.edu,2017-09-13T21:15:02Z,2017-09-13T21:29:28Z,14M 26S,14
274147,bigbang.ocf.berkeley.edu,2017-09-13T21:33:02Z,2017-09-13T21:37:39Z,4M 37S,4
274159,bigbang.ocf.berkeley.edu,2017-09-13T21:41:01Z,2017-09-13T21:54:14Z,13M 13S,13
274184,bigbang.ocf.berkeley.edu,2017-09-13T21:55:02Z,2017-09-13T21:58:06Z,3M 4S,3
274196,bigbang.ocf.berkeley.edu,2017-09-13T22:05:03Z,2017-09-13T22:09:02Z,3M 59S,3
274208,bigbang.ocf.berkeley.edu,2017-09-13T22:10:03Z,2017-09-13T22:12:58Z,2M 55S,2
274217,bigbang.ocf.berkeley.edu,2017-09-13T22:14:01Z,2017-09-13T22:20:43Z,6M 42S,6
274231,bigbang.ocf.berkeley.edu,2017-09-13T22:23:02Z,2017-09-13T22:24:51Z,1M 49S,1
274236,bigbang.ocf.berkeley.edu,2017-09-13T22:27:02Z,2017-09-13T22:32:37Z,5M 35S,5
274248,bigbang.ocf.berkeley.edu,2017-09-13T22:39:03Z,2017-09-13T22:52:07Z,13M 4S,13
274270,bigbang.ocf.berkeley.edu,2017-09-13T22:55:01Z,2017-09-13T23:06:26Z,11M 25S,11
274314,bigbang.ocf.berkeley.edu,2017-09-13T23:27:02Z,2017-09-13T23:37:50Z,10M 48S,10
274325,bigbang.ocf.berkeley.edu,2017-09-13T23:41:02Z,2017-09-14T00:01:58Z,20M 56S,20
274362,bigbang.ocf.berkeley.edu,2017-09-14T00:09:03Z,2017-09-14T00:16:16Z,7M 13S,7
274430,bigbang.ocf.berkeley.edu,2017-09-14T01:31:02Z,2017-09-14T02:11:22Z,40M 20S,40
274447,bigbang.ocf.berkeley.edu,2017-09-14T02:14:01Z,2017-09-14T04:09:41Z,1H 55M 40S,115
274490,bigbang.ocf.berkeley.edu,2017-09-14T15:53:01Z,2017-09-14T20:41:19Z,4H 48M 18S,288
274929,bigbang.ocf.berkeley.edu,2017-09-14T20:42:02Z,2017-09-14T21:13:27Z,31M 25S,31
274995,bigbang.ocf.berkeley.edu,2017-09-14T21:15:02Z,2017-09-14T21:19:36Z,4M 34S,4
275010,bigbang.ocf.berkeley.edu,2017-09-14T21:21:02Z,2017-09-14T21:22:30Z,1M 28S,1
275012,bigbang.ocf.berkeley.edu,2017-09-14T21:23:02Z,2017-09-14T21:43:51Z,20M 49S,20
275034,bigbang.ocf.berkeley.edu,2017-09-14T21:46:02Z,2017-09-14T21:54:02Z,8M 0S,8
275107,bigbang.ocf.berkeley.edu,2017-09-15T17:19:02Z,2017-09-15T17:34:50Z,15M 48S,15
275125,bigbang.ocf.berkeley.edu,2017-09-15T17:40:03Z,2017-09-15T17:43:50Z,3M 47S,3
275152,bigbang.ocf.berkeley.edu,2017-09-15T17:55:02Z,2017-09-15T18:07:49Z,12M 47S,12
275190,bigbang.ocf.berkeley.edu,2017-09-15T18:14:02Z,2017-09-15T18:16:04Z,2M 2S,2
275216,bigbang.ocf.berkeley.edu,2017-09-15T18:31:02Z,2017-09-15T18:34:53Z,3M 51S,3
275238,bigbang.ocf.berkeley.edu,2017-09-15T18:47:02Z,2017-09-15T18:51:21Z,4M 19S,4
275245,bigbang.ocf.berkeley.edu,2017-09-15T18:54:02Z,2017-09-15T18:55:02Z,1M 0S,1
275295,bigbang.ocf.berkeley.edu,2017-09-15T19:17:02Z,2017-09-15T19:24:09Z,7M 7S,7
275321,bigbang.ocf.berkeley.edu,2017-09-15T19:39:02Z,2017-09-15T19:39:23Z,21S,0
275324,bigbang.ocf.berkeley.edu,2017-09-15T19:40:03Z,2017-09-15T19:41:18Z,1M 15S,1
275334,bigbang.ocf.berkeley.edu,2017-09-15T19:49:01Z,2017-09-15T19:59:51Z,10M 50S,10
275359,bigbang.ocf.berkeley.edu,2017-09-15T20:07:02Z,2017-09-15T20:09:09Z,2M 7S,2
275367,bigbang.ocf.berkeley.edu,2017-09-15T20:11:02Z,2017-09-15T21:11:31Z,1H 0M 29S,60
275451,bigbang.ocf.berkeley.edu,2017-09-15T21:15:03Z,2017-09-15T21:22:10Z,7M 7S,7
275468,bigbang.ocf.berkeley.edu,2017-09-15T21:35:01Z,2017-09-15T21:38:09Z,3M 8S,3
275477,bigbang.ocf.berkeley.edu,2017-09-15T21:41:03Z,2017-09-16T00:05:48Z,2H 24M 45S,144
275594,bigbang.ocf.berkeley.edu,2017-09-16T00:10:03Z,2017-09-16T00:16:52Z,6M 49S,6
275601,bigbang.ocf.berkeley.edu,2017-09-16T00:24:02Z,2017-09-16T00:53:02Z,29M 0S,29
275619,bigbang.ocf.berkeley.edu,2017-09-16T06:45:01Z,2017-09-16T08:53:01Z,2H 8M 0S,128
275620,bigbang.ocf.berkeley.edu,2017-09-16T15:50:01Z,2017-09-17T04:10:31Z,12H 20M 30S,740
275730,bigbang.ocf.berkeley.edu,2017-09-17T07:30:02Z,2017-09-17T18:56:06Z,11H 26M 4S,686
275743,bigbang.ocf.berkeley.edu,2017-09-17T19:12:02Z,2017-09-18T01:39:16Z,6H 27M 14S,387
275889,bigbang.ocf.berkeley.edu,2017-09-18T01:41:03Z,2017-09-18T01:51:55Z,10M 52S,10
275895,bigbang.ocf.berkeley.edu,2017-09-18T02:28:02Z,2017-09-18T03:43:15Z,1H 15M 13S,75
275906,bigbang.ocf.berkeley.edu,2017-09-18T14:25:02Z,2017-09-18T14:54:51Z,29M 49S,29
275943,bigbang.ocf.berkeley.edu,2017-09-18T16:27:02Z,2017-09-18T16:36:03Z,9M 1S,9
276017,bigbang.ocf.berkeley.edu,2017-09-18T17:17:01Z,2017-09-18T17:32:55Z,15M 54S,15
276061,bigbang.ocf.berkeley.edu,2017-09-18T17:57:03Z,2017-09-18T18:02:50Z,5M 47S,5
276073,bigbang.ocf.berkeley.edu,2017-09-18T18:06:01Z,2017-09-18T18:08:28Z,2M 27S,2
276082,bigbang.ocf.berkeley.edu,2017-09-18T18:09:01Z,2017-09-18T18:41:05Z,32M 4S,32
276135,bigbang.ocf.berkeley.edu,2017-09-18T18:44:03Z,2017-09-18T20:22:06Z,1H 38M 3S,98
276312,bigbang.ocf.berkeley.edu,2017-09-18T21:13:02Z,2017-09-18T21:13:20Z,18S,0
276318,bigbang.ocf.berkeley.edu,2017-09-18T21:16:03Z,2017-09-18T21:20:47Z,4M 44S,4
276327,bigbang.ocf.berkeley.edu,2017-09-18T21:22:02Z,2017-09-18T21:35:28Z,13M 26S,13
276367,bigbang.ocf.berkeley.edu,2017-09-18T22:06:03Z,2017-09-18T22:08:31Z,2M 28S,2
276389,bigbang.ocf.berkeley.edu,2017-09-18T22:16:02Z,2017-09-18T22:59:41Z,43M 39S,43
276435,bigbang.ocf.berkeley.edu,2017-09-18T23:05:02Z,2017-09-18T23:43:15Z,38M 13S,38
276492,bigbang.ocf.berkeley.edu,2017-09-18T23:48:02Z,2017-09-18T23:53:48Z,5M 46S,5
276520,bigbang.ocf.berkeley.edu,2017-09-19T00:14:02Z,2017-09-19T00:17:28Z,3M 26S,3
276554,bigbang.ocf.berkeley.edu,2017-09-19T01:07:02Z,2017-09-19T02:30:13Z,1H 23M 11S,83
276571,bigbang.ocf.berkeley.edu,2017-09-19T02:39:02Z,2017-09-19T03:51:54Z,1H 12M 52S,72
276620,bigbang.ocf.berkeley.edu,2017-09-19T15:45:02Z,2017-09-19T18:18:49Z,2H 33M 47S,153
276823,bigbang.ocf.berkeley.edu,2017-09-19T18:24:02Z,2017-09-19T18:36:46Z,12M 44S,12
276840,bigbang.ocf.berkeley.edu,2017-09-19T18:38:02Z,2017-09-19T18:44:27Z,6M 25S,6
276861,bigbang.ocf.berkeley.edu,2017-09-19T18:54:03Z,2017-09-19T18:57:25Z,3M 22S,3
276871,bigbang.ocf.berkeley.edu,2017-09-19T19:02:02Z,2017-09-19T19:05:50Z,3M 48S,3
276882,bigbang.ocf.berkeley.edu,2017-09-19T19:08:03Z,2017-09-19T19:17:23Z,9M 20S,9
276902,bigbang.ocf.berkeley.edu,2017-09-19T19:18:03Z,2017-09-19T19:26:22Z,8M 19S,8
276926,bigbang.ocf.berkeley.edu,2017-09-19T19:34:02Z,2017-09-19T19:55:25Z,21M 23S,21
276983,bigbang.ocf.berkeley.edu,2017-09-19T20:02:03Z,2017-09-19T20:23:15Z,21M 12S,21
277022,bigbang.ocf.berkeley.edu,2017-09-19T20:26:03Z,2017-09-19T20:26:32Z,29S,0
277025,bigbang.ocf.berkeley.edu,2017-09-19T20:28:02Z,2017-09-19T20:32:15Z,4M 13S,4
277032,bigbang.ocf.berkeley.edu,2017-09-19T20:35:02Z,2017-09-19T20:57:20Z,22M 18S,22
277074,bigbang.ocf.berkeley.edu,2017-09-19T21:07:02Z,2017-09-19T21:12:01Z,4M 59S,4
277084,bigbang.ocf.berkeley.edu,2017-09-19T21:13:02Z,2017-09-19T21:18:24Z,5M 22S,5
277099,bigbang.ocf.berkeley.edu,2017-09-19T21:20:02Z,2017-09-19T21:20:53Z,51S,0
277103,bigbang.ocf.berkeley.edu,2017-09-19T21:23:02Z,2017-09-19T21:37:03Z,14M 1S,14
277133,bigbang.ocf.berkeley.edu,2017-09-19T21:47:03Z,2017-09-19T21:54:27Z,7M 24S,7
277142,bigbang.ocf.berkeley.edu,2017-09-19T21:57:01Z,2017-09-19T22:10:18Z,13M 17S,13
277167,bigbang.ocf.berkeley.edu,2017-09-19T22:11:03Z,2017-09-19T22:13:56Z,2M 53S,2
277172,bigbang.ocf.berkeley.edu,2017-09-19T22:15:03Z,2017-09-19T22:20:30Z,5M 27S,5
277181,bigbang.ocf.berkeley.edu,2017-09-19T22:22:02Z,2017-09-19T22:23:23Z,1M 21S,1
277217,bigbang.ocf.berkeley.edu,2017-09-19T22:39:02Z,2017-09-19T22:40:15Z,1M 13S,1
277228,bigbang.ocf.berkeley.edu,2017-09-19T22:45:02Z,2017-09-19T22:49:57Z,4M 55S,4
277238,bigbang.ocf.berkeley.edu,2017-09-19T22:54:01Z,2017-09-19T23:00:48Z,6M 47S,6
277251,bigbang.ocf.berkeley.edu,2017-09-19T23:02:02Z,2017-09-19T23:54:41Z,52M 39S,52
277370,bigbang.ocf.berkeley.edu,2017-09-20T00:41:03Z,2017-09-20T02:21:19Z,1H 40M 16S,100
277422,bigbang.ocf.berkeley.edu,2017-09-20T02:23:02Z,2017-09-20T03:54:46Z,1H 31M 44S,91
277473,bigbang.ocf.berkeley.edu,2017-09-20T14:34:01Z,2017-09-20T14:55:19Z,21M 18S,21
277482,bigbang.ocf.berkeley.edu,2017-09-20T16:17:03Z,2017-09-20T16:52:32Z,35M 29S,35
277524,bigbang.ocf.berkeley.edu,2017-09-20T16:54:02Z,2017-09-20T16:56:47Z,2M 45S,2
277538,bigbang.ocf.berkeley.edu,2017-09-20T17:06:02Z,2017-09-20T17:07:20Z,1M 18S,1
277549,bigbang.ocf.berkeley.edu,2017-09-20T17:10:03Z,2017-09-20T17:12:14Z,2M 11S,2
277565,bigbang.ocf.berkeley.edu,2017-09-20T17:17:01Z,2017-09-20T17:26:43Z,9M 42S,9
277574,bigbang.ocf.berkeley.edu,2017-09-20T17:32:02Z,2017-09-20T17:38:38Z,6M 36S,6
277603,bigbang.ocf.berkeley.edu,2017-09-20T17:59:01Z,2017-09-20T19:00:54Z,1H 1M 53S,61
277677,bigbang.ocf.berkeley.edu,2017-09-20T19:05:03Z,2017-09-20T19:07:08Z,2M 5S,2
277692,bigbang.ocf.berkeley.edu,2017-09-20T19:09:02Z,2017-09-20T19:09:50Z,48S,0
277699,bigbang.ocf.berkeley.edu,2017-09-20T19:11:03Z,2017-09-20T19:13:53Z,2M 50S,2
277711,bigbang.ocf.berkeley.edu,2017-09-20T19:15:03Z,2017-09-20T19:15:42Z,39S,0
277713,bigbang.ocf.berkeley.edu,2017-09-20T19:16:02Z,2017-09-20T19:18:06Z,2M 4S,2
277717,bigbang.ocf.berkeley.edu,2017-09-20T19:19:02Z,2017-09-20T19:24:56Z,5M 54S,5
277729,bigbang.ocf.berkeley.edu,2017-09-20T19:26:02Z,2017-09-20T19:39:04Z,13M 2S,13
277747,bigbang.ocf.berkeley.edu,2017-09-20T19:42:02Z,2017-09-20T19:54:18Z,12M 16S,12
277768,bigbang.ocf.berkeley.edu,2017-09-20T20:05:03Z,2017-09-20T20:05:33Z,30S,0
277772,bigbang.ocf.berkeley.edu,2017-09-20T20:07:02Z,2017-09-20T20:07:52Z,50S,0
277782,bigbang.ocf.berkeley.edu,2017-09-20T20:11:02Z,2017-09-20T20:13:21Z,2M 19S,2
277796,bigbang.ocf.berkeley.edu,2017-09-20T20:17:02Z,2017-09-20T20:23:57Z,6M 55S,6
277809,bigbang.ocf.berkeley.edu,2017-09-20T20:29:01Z,2017-09-20T20:55:45Z,26M 44S,26
277831,bigbang.ocf.berkeley.edu,2017-09-20T21:00:03Z,2017-09-20T21:09:43Z,9M 40S,9
277854,bigbang.ocf.berkeley.edu,2017-09-20T21:16:02Z,2017-09-20T21:56:24Z,40M 22S,40
277916,bigbang.ocf.berkeley.edu,2017-09-20T22:12:02Z,2017-09-20T22:42:28Z,30M 26S,30
277984,bigbang.ocf.berkeley.edu,2017-09-20T23:13:03Z,2017-09-20T23:28:38Z,15M 35S,15
278082,bigbang.ocf.berkeley.edu,2017-09-21T01:06:02Z,2017-09-21T01:08:35Z,2M 33S,2
278090,bigbang.ocf.berkeley.edu,2017-09-21T01:14:02Z,2017-09-21T01:17:08Z,3M 6S,3
278093,bigbang.ocf.berkeley.edu,2017-09-21T01:18:02Z,2017-09-21T01:32:19Z,14M 17S,14
278107,bigbang.ocf.berkeley.edu,2017-09-21T01:34:03Z,2017-09-21T01:37:39Z,3M 36S,3
278126,bigbang.ocf.berkeley.edu,2017-09-21T02:17:02Z,2017-09-21T02:18:54Z,1M 52S,1
278129,bigbang.ocf.berkeley.edu,2017-09-21T02:20:03Z,2017-09-21T02:21:43Z,1M 40S,1
278160,bigbang.ocf.berkeley.edu,2017-09-21T03:29:02Z,2017-09-21T03:33:39Z,4M 37S,4
278161,bigbang.ocf.berkeley.edu,2017-09-21T03:37:02Z,2017-09-21T10:55:32Z,7H 18M 30S,438
278190,bigbang.ocf.berkeley.edu,2017-09-21T10:59:02Z,2017-09-21T14:01:20Z,3H 2M 18S,182
278216,bigbang.ocf.berkeley.edu,2017-09-21T16:22:02Z,2017-09-21T16:25:24Z,3M 22S,3
278226,bigbang.ocf.berkeley.edu,2017-09-21T16:29:03Z,2017-09-21T16:30:26Z,1M 23S,1
278240,bigbang.ocf.berkeley.edu,2017-09-21T16:35:03Z,2017-09-21T16:37:59Z,2M 56S,2
278249,bigbang.ocf.berkeley.edu,2017-09-21T16:39:02Z,2017-09-21T16:52:12Z,13M 10S,13
278280,bigbang.ocf.berkeley.edu,2017-09-21T16:55:02Z,2017-09-21T17:31:13Z,36M 11S,36
278331,bigbang.ocf.berkeley.edu,2017-09-21T17:38:02Z,2017-09-21T17:54:48Z,16M 46S,16
278366,bigbang.ocf.berkeley.edu,2017-09-21T17:58:02Z,2017-09-21T17:59:48Z,1M 46S,1
278376,bigbang.ocf.berkeley.edu,2017-09-21T18:04:03Z,2017-09-21T18:05:56Z,1M 53S,1
278394,bigbang.ocf.berkeley.edu,2017-09-21T18:10:02Z,2017-09-21T18:16:54Z,6M 52S,6
278424,bigbang.ocf.berkeley.edu,2017-09-21T18:20:03Z,2017-09-21T18:22:14Z,2M 11S,2
278430,bigbang.ocf.berkeley.edu,2017-09-21T18:25:03Z,2017-09-21T18:31:01Z,5M 58S,5
278442,bigbang.ocf.berkeley.edu,2017-09-21T18:34:01Z,2017-09-21T18:39:52Z,5M 51S,5
278471,bigbang.ocf.berkeley.edu,2017-09-21T18:55:02Z,2017-09-21T19:00:36Z,5M 34S,5
278511,bigbang.ocf.berkeley.edu,2017-09-21T19:24:02Z,2017-09-21T19:29:56Z,5M 54S,5
278523,bigbang.ocf.berkeley.edu,2017-09-21T19:31:01Z,2017-09-21T19:32:47Z,1M 46S,1
278539,bigbang.ocf.berkeley.edu,2017-09-21T19:40:03Z,2017-09-21T19:41:33Z,1M 30S,1
278557,bigbang.ocf.berkeley.edu,2017-09-21T19:53:01Z,2017-09-21T19:57:03Z,4M 2S,4
278579,bigbang.ocf.berkeley.edu,2017-09-21T20:11:03Z,2017-09-21T20:11:44Z,41S,0
278584,bigbang.ocf.berkeley.edu,2017-09-21T20:13:03Z,2017-09-21T20:18:33Z,5M 30S,5
278624,bigbang.ocf.berkeley.edu,2017-09-21T20:50:01Z,2017-09-21T20:56:18Z,6M 17S,6
278712,bigbang.ocf.berkeley.edu,2017-09-21T22:15:03Z,2017-09-21T22:22:16Z,7M 13S,7
278726,bigbang.ocf.berkeley.edu,2017-09-21T22:28:02Z,2017-09-21T22:32:52Z,4M 50S,4
278739,bigbang.ocf.berkeley.edu,2017-09-21T22:37:02Z,2017-09-21T22:40:16Z,3M 14S,3
278749,bigbang.ocf.berkeley.edu,2017-09-21T22:42:02Z,2017-09-21T22:44:57Z,2M 55S,2
278765,bigbang.ocf.berkeley.edu,2017-09-21T22:49:03Z,2017-09-21T22:51:27Z,2M 24S,2
278777,bigbang.ocf.berkeley.edu,2017-09-21T22:59:03Z,2017-09-21T22:59:49Z,46S,0
278896,bigbang.ocf.berkeley.edu,2017-09-22T01:07:02Z,2017-09-22T01:11:13Z,4M 11S,4
278942,bigbang.ocf.berkeley.edu,2017-09-22T02:46:02Z,2017-09-22T04:17:05Z,1H 31M 3S,91
278967,bigbang.ocf.berkeley.edu,2017-09-22T04:38:03Z,2017-09-22T07:46:33Z,3H 8M 30S,188
278998,bigbang.ocf.berkeley.edu,2017-09-22T16:32:02Z,2017-09-22T17:46:33Z,1H 14M 31S,74
279102,bigbang.ocf.berkeley.edu,2017-09-22T17:48:02Z,2017-09-22T17:49:55Z,1M 53S,1
279104,bigbang.ocf.berkeley.edu,2017-09-22T17:51:02Z,2017-09-22T17:54:13Z,3M 11S,3
279131,bigbang.ocf.berkeley.edu,2017-09-22T18:07:02Z,2017-09-22T18:09:02Z,2M 0S,2
279140,bigbang.ocf.berkeley.edu,2017-09-22T18:13:02Z,2017-09-22T18:13:08Z,6S,0
279146,bigbang.ocf.berkeley.edu,2017-09-22T18:16:02Z,2017-09-22T18:53:26Z,37M 24S,37
279190,bigbang.ocf.berkeley.edu,2017-09-22T18:56:02Z,2017-09-22T18:58:53Z,2M 51S,2
279199,bigbang.ocf.berkeley.edu,2017-09-22T19:05:01Z,2017-09-22T19:06:08Z,1M 7S,1
279213,bigbang.ocf.berkeley.edu,2017-09-22T19:11:02Z,2017-09-22T19:15:37Z,4M 35S,4
279286,bigbang.ocf.berkeley.edu,2017-09-22T20:52:02Z,2017-09-22T21:54:33Z,1H 2M 31S,62
279360,bigbang.ocf.berkeley.edu,2017-09-22T22:02:02Z,2017-09-22T22:12:09Z,10M 7S,10
279384,bigbang.ocf.berkeley.edu,2017-09-22T22:15:02Z,2017-09-22T22:18:30Z,3M 28S,3
279397,bigbang.ocf.berkeley.edu,2017-09-22T22:20:03Z,2017-09-23T00:52:35Z,2H 32M 32S,152
279524,bigbang.ocf.berkeley.edu,2017-09-23T17:54:01Z,2017-09-23T22:49:30Z,4H 55M 29S,295
279657,bigbang.ocf.berkeley.edu,2017-09-24T08:38:02Z,2017-09-24T18:52:49Z,10H 14M 47S,614
279677,bigbang.ocf.berkeley.edu,2017-09-24T19:57:02Z,2017-09-24T23:34:21Z,3H 37M 19S,217
279786,bigbang.ocf.berkeley.edu,2017-09-25T16:17:02Z,2017-09-25T16:36:21Z,19M 19S,19
279819,bigbang.ocf.berkeley.edu,2017-09-25T16:42:02Z,2017-09-25T16:46:28Z,4M 26S,4
279831,bigbang.ocf.berkeley.edu,2017-09-25T16:58:02Z,2017-09-25T16:58:02Z,0S,0
279834,bigbang.ocf.berkeley.edu,2017-09-25T16:59:03Z,2017-09-25T17:02:46Z,3M 43S,3
279852,bigbang.ocf.berkeley.edu,2017-09-25T17:07:02Z,2017-09-25T17:10:15Z,3M 13S,3
279865,bigbang.ocf.berkeley.edu,2017-09-25T17:12:02Z,2017-09-25T17:19:11Z,7M 9S,7
279905,bigbang.ocf.berkeley.edu,2017-09-25T17:52:02Z,2017-09-25T17:53:09Z,1M 7S,1
279909,bigbang.ocf.berkeley.edu,2017-09-25T17:55:02Z,2017-09-25T17:57:26Z,2M 24S,2
279974,bigbang.ocf.berkeley.edu,2017-09-25T18:43:03Z,2017-09-25T18:47:26Z,4M 23S,4
279986,bigbang.ocf.berkeley.edu,2017-09-25T18:55:03Z,2017-09-25T18:56:29Z,1M 26S,1
279996,bigbang.ocf.berkeley.edu,2017-09-25T19:05:03Z,2017-09-25T19:05:14Z,11S,0
279998,bigbang.ocf.berkeley.edu,2017-09-25T19:07:02Z,2017-09-25T19:15:48Z,8M 46S,8
280024,bigbang.ocf.berkeley.edu,2017-09-25T19:17:03Z,2017-09-25T19:19:06Z,2M 3S,2
280033,bigbang.ocf.berkeley.edu,2017-09-25T19:21:02Z,2017-09-25T19:22:30Z,1M 28S,1
280041,bigbang.ocf.berkeley.edu,2017-09-25T19:23:02Z,2017-09-25T19:24:09Z,1M 7S,1
280044,bigbang.ocf.berkeley.edu,2017-09-25T19:25:01Z,2017-09-25T19:29:49Z,4M 48S,4
280056,bigbang.ocf.berkeley.edu,2017-09-25T19:34:01Z,2017-09-25T19:45:37Z,11M 36S,11
280080,bigbang.ocf.berkeley.edu,2017-09-25T19:47:03Z,2017-09-25T20:01:54Z,14M 51S,14
280104,bigbang.ocf.berkeley.edu,2017-09-25T20:05:03Z,2017-09-25T20:12:31Z,7M 28S,7
280120,bigbang.ocf.berkeley.edu,2017-09-25T20:14:02Z,2017-09-25T20:15:34Z,1M 32S,1
280183,bigbang.ocf.berkeley.edu,2017-09-25T21:05:03Z,2017-09-25T21:06:24Z,1M 21S,1
280194,bigbang.ocf.berkeley.edu,2017-09-25T21:09:02Z,2017-09-25T22:04:46Z,55M 44S,55
280268,bigbang.ocf.berkeley.edu,2017-09-25T22:09:03Z,2017-09-25T22:11:41Z,2M 38S,2
280277,bigbang.ocf.berkeley.edu,2017-09-25T22:13:02Z,2017-09-25T23:32:37Z,1H 19M 35S,79
280362,bigbang.ocf.berkeley.edu,2017-09-25T23:36:02Z,2017-09-25T23:43:37Z,7M 35S,7
280372,bigbang.ocf.berkeley.edu,2017-09-25T23:52:02Z,2017-09-25T23:57:31Z,5M 29S,5
280387,bigbang.ocf.berkeley.edu,2017-09-26T00:07:02Z,2017-09-26T00:11:59Z,4M 57S,4
280420,bigbang.ocf.berkeley.edu,2017-09-26T01:35:02Z,2017-09-26T08:17:47Z,6H 42M 45S,402
280455,bigbang.ocf.berkeley.edu,2017-09-26T15:52:01Z,2017-09-26T19:14:31Z,3H 22M 30S,202
280716,bigbang.ocf.berkeley.edu,2017-09-26T19:16:02Z,2017-09-26T19:19:17Z,3M 15S,3
280727,bigbang.ocf.berkeley.edu,2017-09-26T19:21:02Z,2017-09-26T19:21:57Z,55S,0
280732,bigbang.ocf.berkeley.edu,2017-09-26T19:29:03Z,2017-09-26T19:37:37Z,8M 34S,8
280749,bigbang.ocf.berkeley.edu,2017-09-26T19:40:02Z,2017-09-26T21:45:02Z,2H 5M 0S,125
280875,bigbang.ocf.berkeley.edu,2017-09-26T21:50:02Z,2017-09-26T23:49:37Z,1H 59M 35S,119
280975,bigbang.ocf.berkeley.edu,2017-09-27T00:03:02Z,2017-09-27T00:10:52Z,7M 50S,7
280990,bigbang.ocf.berkeley.edu,2017-09-27T00:16:03Z,2017-09-27T00:22:42Z,6M 39S,6
281043,bigbang.ocf.berkeley.edu,2017-09-27T02:23:02Z,2017-09-27T02:59:17Z,36M 15S,36
281064,bigbang.ocf.berkeley.edu,2017-09-27T03:13:02Z,2017-09-27T03:38:48Z,25M 46S,25
281082,bigbang.ocf.berkeley.edu,2017-09-27T04:53:02Z,2017-09-27T06:42:57Z,1H 49M 55S,109
281088,bigbang.ocf.berkeley.edu,2017-09-27T14:47:01Z,2017-09-27T14:56:48Z,9M 47S,9
281104,bigbang.ocf.berkeley.edu,2017-09-27T16:16:02Z,2017-09-27T17:40:15Z,1H 24M 13S,84
281214,bigbang.ocf.berkeley.edu,2017-09-27T17:50:02Z,2017-09-27T17:57:09Z,7M 7S,7
281226,bigbang.ocf.berkeley.edu,2017-09-27T18:02:02Z,2017-09-27T19:48:35Z,1H 46M 33S,106
281349,bigbang.ocf.berkeley.edu,2017-09-27T21:08:03Z,2017-09-27T22:50:32Z,1H 42M 29S,102
281378,bigbang.ocf.berkeley.edu,2017-09-28T15:41:01Z,2017-09-28T17:33:02Z,1H 52M 1S,112
281490,bigbang.ocf.berkeley.edu,2017-09-28T17:35:03Z,2017-09-28T17:38:58Z,3M 55S,3
281507,bigbang.ocf.berkeley.edu,2017-09-28T17:50:03Z,2017-09-28T17:52:05Z,2M 2S,2
281538,bigbang.ocf.berkeley.edu,2017-09-28T18:08:03Z,2017-09-28T18:10:50Z,2M 47S,2
281553,bigbang.ocf.berkeley.edu,2017-09-28T18:16:02Z,2017-09-28T18:28:27Z,12M 25S,12
281581,bigbang.ocf.berkeley.edu,2017-09-28T18:32:02Z,2017-09-28T19:24:48Z,52M 46S,52
281663,bigbang.ocf.berkeley.edu,2017-09-28T19:26:03Z,2017-09-28T19:29:42Z,3M 39S,3
281677,bigbang.ocf.berkeley.edu,2017-09-28T19:32:02Z,2017-09-28T20:41:35Z,1H 9M 33S,69
281783,bigbang.ocf.berkeley.edu,2017-09-28T20:43:03Z,2017-09-28T21:04:52Z,21M 49S,21
281822,bigbang.ocf.berkeley.edu,2017-09-28T21:06:03Z,2017-09-28T22:34:20Z,1H 28M 17S,88
281924,bigbang.ocf.berkeley.edu,2017-09-28T22:40:03Z,2017-09-28T23:19:19Z,39M 16S,39
281980,bigbang.ocf.berkeley.edu,2017-09-28T23:47:02Z,2017-09-28T23:50:44Z,3M 42S,3
281996,bigbang.ocf.berkeley.edu,2017-09-29T00:09:02Z,2017-09-29T01:57:16Z,1H 48M 14S,108
282066,bigbang.ocf.berkeley.edu,2017-09-29T02:10:03Z,2017-09-29T03:57:53Z,1H 47M 50S,107
282093,bigbang.ocf.berkeley.edu,2017-09-29T04:04:02Z,2017-09-29T05:54:52Z,1H 50M 50S,110
282114,bigbang.ocf.berkeley.edu,2017-09-29T16:15:03Z,2017-09-29T16:16:07Z,1M 4S,1
282159,bigbang.ocf.berkeley.edu,2017-09-29T16:58:03Z,2017-09-29T17:24:34Z,26M 31S,26
282207,bigbang.ocf.berkeley.edu,2017-09-29T17:31:03Z,2017-09-29T17:31:36Z,33S,0
282216,bigbang.ocf.berkeley.edu,2017-09-29T17:44:03Z,2017-09-29T19:02:24Z,1H 18M 21S,78
