id,host,user,start,end,last.update,duration,duration.min
268010,outbreak.ocf.berkeley.edu,chunhaowang,2017-09-01T18:17:02Z,2017-09-01T19:01:47Z,2017-09-01T19:01:47Z,00:44:45,44.75
268012,headcrash.ocf.berkeley.edu,asai,2017-09-01T19:23:02Z,2017-09-01T20:25:15Z,2017-09-01T20:25:15Z,01:02:13,62.22
268013,cyclone.ocf.berkeley.edu,shasan,2017-09-01T19:36:02Z,2017-09-01T22:43:39Z,2017-09-01T22:43:39Z,03:07:37,187.62
268014,outbreak.ocf.berkeley.edu,chunhaowang,2017-09-01T20:15:02Z,2017-09-01T20:27:41Z,2017-09-01T20:27:41Z,00:12:39,12.65
268015,famine.ocf.berkeley.edu,christam,2017-09-01T20:54:02Z,2017-09-01T21:27:48Z,2017-09-01T21:27:48Z,00:33:46,33.77
268016,eruption.ocf.berkeley.edu,kpengboy,2017-09-01T21:32:03Z,2017-09-01T23:05:04Z,2017-09-01T23:05:04Z,01:33:01,93.02
268017,outbreak.ocf.berkeley.edu,kuoh,2017-09-01T22:19:03Z,2017-09-01T22:22:19Z,2017-09-01T22:22:19Z,00:03:16,3.27
268018,cyanide.ocf.berkeley.edu,kpengboy,2017-09-01T22:41:02Z,2017-09-01T22:41:37Z,2017-09-01T22:41:37Z,00:00:35,0.58
268019,cyanide.ocf.berkeley.edu,kpengboy,2017-09-01T22:58:02Z,2017-09-01T22:59:32Z,2017-09-01T22:59:32Z,00:01:30,1.5
268020,venom.ocf.berkeley.edu,kpengboy,2017-09-01T23:07:01Z,2017-09-01T23:09:34Z,2017-09-01T23:09:34Z,00:02:33,2.55
268021,venom.ocf.berkeley.edu,kpengboy,2017-09-01T23:10:01Z,2017-09-01T23:10:45Z,2017-09-01T23:10:45Z,00:00:44,0.73
268022,venom.ocf.berkeley.edu,kpengboy,2017-09-01T23:11:02Z,2017-09-01T23:11:02Z,2017-09-01T23:11:02Z,00:00:00,0
268023,venom.ocf.berkeley.edu,kpengboy,2017-09-01T23:12:01Z,2017-09-01T23:12:44Z,2017-09-01T23:12:44Z,00:00:43,0.72
268024,venom.ocf.berkeley.edu,kpengboy,2017-09-01T23:13:02Z,2017-09-01T23:14:37Z,2017-09-01T23:14:37Z,00:01:35,1.58
268025,venom.ocf.berkeley.edu,kpengboy,2017-09-01T23:15:01Z,2017-09-01T23:15:21Z,2017-09-01T23:15:21Z,00:00:20,0.33
268026,cyclone.ocf.berkeley.edu,shasan,2017-09-02T09:44:03Z,2017-09-02T21:37:57Z,2017-09-02T21:37:57Z,11:53:54,713.9
268027,firewhirl.ocf.berkeley.edu,trliu,2017-09-02T10:22:02Z,2017-09-02T18:00:37Z,2017-09-02T18:00:37Z,07:38:35,458.58
268028,bigbang.ocf.berkeley.edu,shichenh,2017-09-02T10:27:02Z,2017-09-02T16:25:07Z,2017-09-02T16:25:07Z,05:58:05,358.08
268029,eruption.ocf.berkeley.edu,raymondng,2017-09-02T10:39:03Z,2017-09-02T17:51:28Z,2017-09-02T17:51:28Z,07:12:25,432.42
268037,blizzard.ocf.berkeley.edu,bchieng,2017-09-02T11:22:03Z,2017-09-02T20:40:25Z,2017-09-02T20:40:25Z,09:18:22,558.37
268042,outbreak.ocf.berkeley.edu,vaibhavj,2017-09-02T11:42:02Z,2017-09-02T12:01:49Z,2017-09-02T12:01:49Z,00:19:47,19.78
268051,outbreak.ocf.berkeley.edu,vaibhavj,2017-09-02T12:21:02Z,2017-09-02T12:40:18Z,2017-09-02T12:40:18Z,00:19:16,19.27
268071,madcow.ocf.berkeley.edu,baisang,2017-09-02T13:10:03Z,2017-09-02T23:46:04Z,2017-09-02T23:46:04Z,10:36:01,636.02
268076,cyanide.ocf.berkeley.edu,kpengboy,2017-09-02T13:46:03Z,2017-09-02T14:08:59Z,2017-09-02T14:08:59Z,00:22:56,22.93
268081,meteorstorm.ocf.berkeley.edu,bzhen,2017-09-02T13:55:03Z,2017-09-02T16:35:38Z,2017-09-02T16:35:38Z,02:40:35,160.58
268087,hurricane.ocf.berkeley.edu,kpengboy,2017-09-02T14:10:02Z,2017-09-02T14:29:27Z,2017-09-02T14:29:27Z,00:19:25,19.42
268101,wildfire.ocf.berkeley.edu,kpengboy,2017-09-02T14:31:02Z,2017-09-02T14:34:22Z,2017-09-02T14:34:22Z,00:03:20,3.33
268111,venom.ocf.berkeley.edu,tzhu,2017-09-02T14:56:02Z,2017-09-02T14:57:07Z,2017-09-02T14:57:07Z,00:01:05,1.08
268124,hurricane.ocf.berkeley.edu,mcint,2017-09-02T15:34:02Z,2017-09-02T16:05:49Z,2017-09-02T16:05:49Z,00:31:47,31.78
268131,destruction.ocf.berkeley.edu,shikhardhingra,2017-09-02T15:54:02Z,2017-09-03T01:35:53Z,2017-09-03T01:35:53Z,09:41:51,581.85
268138,heatwave.ocf.berkeley.edu,mcint,2017-09-02T16:22:02Z,2017-09-03T04:55:12Z,2017-09-03T04:55:12Z,12:33:10,753.17
268141,bigbang.ocf.berkeley.edu,shichenh,2017-09-02T16:30:03Z,2017-09-02T23:04:44Z,2017-09-02T23:04:44Z,06:34:41,394.68
268142,surge.ocf.berkeley.edu,ldw,2017-09-02T16:38:01Z,2017-09-02T23:36:31Z,2017-09-02T23:36:31Z,06:58:30,418.5
268167,famine.ocf.berkeley.edu,kuoh,2017-09-02T18:39:01Z,2017-09-02T18:40:02Z,2017-09-02T18:40:02Z,00:01:01,1.02
268171,famine.ocf.berkeley.edu,christam,2017-09-02T18:46:03Z,2017-09-02T20:14:01Z,2017-09-02T20:14:01Z,01:27:58,87.97
268173,invasion.ocf.berkeley.edu,chuang,2017-09-02T18:58:02Z,2017-09-02T21:53:59Z,2017-09-02T21:53:59Z,02:55:57,175.95
268174,blackout.ocf.berkeley.edu,vaibhavj,2017-09-02T20:29:02Z,2017-09-02T21:10:48Z,2017-09-02T21:10:48Z,00:41:46,41.77
268175,plague.ocf.berkeley.edu,mcint,2017-09-02T21:30:01Z,2017-09-02T23:42:39Z,2017-09-02T23:42:39Z,02:12:38,132.63
268176,blackout.ocf.berkeley.edu,vaibhavj,2017-09-02T21:50:03Z,2017-09-02T21:50:04Z,2017-09-02T21:50:04Z,00:00:01,0.02
268177,blackout.ocf.berkeley.edu,vaibhavj,2017-09-02T21:51:03Z,2017-09-02T23:32:15Z,2017-09-02T23:32:15Z,01:41:12,101.2
268178,outbreak.ocf.berkeley.edu,kuoh,2017-09-02T22:07:03Z,2017-09-02T22:29:46Z,2017-09-02T22:29:46Z,00:22:43,22.72
268179,eruption.ocf.berkeley.edu,kuoh,2017-09-02T22:32:02Z,2017-09-02T22:33:38Z,2017-09-02T22:33:38Z,00:01:36,1.6
268180,cyclone.ocf.berkeley.edu,shasan,2017-09-03T09:57:02Z,2017-09-03T18:43:53Z,2017-09-03T18:43:53Z,08:46:51,526.85
268181,bigbang.ocf.berkeley.edu,shichenh,2017-09-03T10:20:02Z,2017-09-03T12:20:02Z,2017-09-03T12:20:02Z,02:00:00,120
268182,cyanide.ocf.berkeley.edu,raymondng,2017-09-03T10:48:02Z,2017-09-03T11:20:02Z,2017-09-03T11:20:02Z,00:32:00,32
268193,invasion.ocf.berkeley.edu,raymondng,2017-09-03T11:21:02Z,2017-09-04T03:35:02Z,2017-09-04T03:35:02Z,16:14:00,974
268202,outbreak.ocf.berkeley.edu,chuang,2017-09-03T11:49:02Z,2017-09-03T14:02:11Z,2017-09-03T14:02:11Z,02:13:09,133.15
268211,cyanide.ocf.berkeley.edu,ldw,2017-09-03T12:20:02Z,2017-09-04T00:47:36Z,2017-09-04T00:47:36Z,12:27:34,747.57
268235,blizzard.ocf.berkeley.edu,bchieng,2017-09-03T13:04:02Z,2017-09-03T20:04:35Z,2017-09-03T20:04:35Z,07:00:33,420.55
268244,bigbang.ocf.berkeley.edu,vaibhavj,2017-09-03T13:32:02Z,2017-09-03T17:51:29Z,2017-09-03T17:51:29Z,04:19:27,259.45
268254,eruption.ocf.berkeley.edu,dkessler,2017-09-03T13:57:03Z,2017-09-03T14:29:08Z,2017-09-03T14:29:08Z,00:32:05,32.08
268258,outbreak.ocf.berkeley.edu,chuang,2017-09-03T14:09:02Z,2017-09-03T14:26:51Z,2017-09-03T14:26:51Z,00:17:49,17.82
268264,eruption.ocf.berkeley.edu,shichenh,2017-09-03T14:45:02Z,2017-09-03T22:05:23Z,2017-09-03T22:05:23Z,07:20:21,440.35
268269,madcow.ocf.berkeley.edu,mcint,2017-09-03T14:50:02Z,2017-09-03T15:47:27Z,2017-09-03T15:47:27Z,00:57:25,57.42
268286,famine.ocf.berkeley.edu,christam,2017-09-03T15:41:03Z,2017-09-03T16:43:43Z,2017-09-03T16:43:43Z,01:02:40,62.67
268310,arsenic.ocf.berkeley.edu,baisang,2017-09-03T17:08:03Z,2017-09-03T18:46:14Z,2017-09-03T18:46:14Z,01:38:11,98.18
268320,hurricane.ocf.berkeley.edu,jvperrin,2017-09-03T17:48:02Z,2017-09-04T00:08:51Z,2017-09-04T00:08:51Z,06:20:49,380.82
268321,outbreak.ocf.berkeley.edu,chuang,2017-09-03T17:49:02Z,2017-09-03T18:39:42Z,2017-09-03T18:39:42Z,00:50:40,50.67
268322,madcow.ocf.berkeley.edu,shikhardhingra,2017-09-03T17:59:03Z,2017-09-03T19:29:39Z,2017-09-03T19:29:39Z,01:30:36,90.6
268323,volcano.ocf.berkeley.edu,shichenh,2017-09-03T18:19:02Z,2017-09-03T18:22:44Z,2017-09-03T18:22:44Z,00:03:42,3.7
268325,drought.ocf.berkeley.edu,chunhaowang,2017-09-03T18:28:02Z,2017-09-03T19:07:41Z,2017-09-03T19:07:41Z,00:39:39,39.65
268326,arsenic.ocf.berkeley.edu,baisang,2017-09-03T18:57:02Z,2017-09-03T21:56:51Z,2017-09-03T21:56:51Z,02:59:49,179.82
268327,outbreak.ocf.berkeley.edu,willh,2017-09-03T19:22:02Z,2017-09-03T19:24:41Z,2017-09-03T19:24:41Z,00:02:39,2.65
268328,sinkhole.ocf.berkeley.edu,willh,2017-09-03T19:22:04Z,2017-09-03T19:22:04Z,2017-09-03T19:22:04Z,00:00:00,0
268329,sinkhole.ocf.berkeley.edu,willh,2017-09-03T19:23:02Z,2017-09-03T19:23:13Z,2017-09-03T19:23:13Z,00:00:11,0.18
268330,heatwave.ocf.berkeley.edu,willh,2017-09-03T19:26:03Z,2017-09-03T19:26:13Z,2017-09-03T19:26:13Z,00:00:10,0.17
268331,blackout.ocf.berkeley.edu,willh,2017-09-03T19:30:03Z,2017-09-03T19:30:18Z,2017-09-03T19:30:18Z,00:00:15,0.25
268332,madcow.ocf.berkeley.edu,shikhardhingra,2017-09-03T20:19:02Z,2017-09-04T02:13:07Z,2017-09-04T02:13:07Z,05:54:05,354.08
268333,outbreak.ocf.berkeley.edu,chunhaowang,2017-09-03T20:19:02Z,2017-09-03T20:20:11Z,2017-09-03T20:20:11Z,00:01:09,1.15
268334,meteorstorm.ocf.berkeley.edu,mdcha,2017-09-03T21:14:03Z,2017-09-03T22:42:50Z,2017-09-03T22:42:50Z,01:28:47,88.78
268335,chaos.ocf.berkeley.edu,mcint,2017-09-03T21:29:02Z,2017-09-03T23:45:11Z,2017-09-03T23:45:11Z,02:16:09,136.15
268336,blackout.ocf.berkeley.edu,abizer,2017-09-03T21:30:01Z,2017-09-03T23:44:05Z,2017-09-03T23:44:05Z,02:14:04,134.07
268337,destruction.ocf.berkeley.edu,willh,2017-09-03T21:38:02Z,2017-09-04T00:10:08Z,2017-09-04T00:10:08Z,02:32:06,152.1
268338,blizzard.ocf.berkeley.edu,mcint,2017-09-03T21:56:02Z,2017-09-04T12:30:30Z,2017-09-04T12:30:30Z,14:34:28,874.47
268339,arsenic.ocf.berkeley.edu,baisang,2017-09-03T22:02:02Z,2017-09-04T00:19:16Z,2017-09-04T00:19:16Z,02:17:14,137.23
268341,drought.ocf.berkeley.edu,ldw,2017-09-03T23:49:03Z,2017-09-04T00:09:10Z,2017-09-04T00:09:10Z,00:20:07,20.12
268342,outbreak.ocf.berkeley.edu,chunhaowang,2017-09-03T23:59:03Z,2017-09-04T00:00:15Z,2017-09-04T00:00:15Z,00:01:12,1.2
268343,cyclone.ocf.berkeley.edu,abizer,2017-09-04T00:13:03Z,2017-09-04T21:21:02Z,2017-09-04T21:21:02Z,21:07:59,1267.98
268345,drought.ocf.berkeley.edu,baisang,2017-09-04T03:25:02Z,2017-09-04T07:18:48Z,2017-09-04T07:18:48Z,03:53:46,233.77
268346,bigbang.ocf.berkeley.edu,shichenh,2017-09-04T08:45:03Z,2017-09-04T09:33:50Z,2017-09-04T09:33:50Z,00:48:47,48.78
268347,firewhirl.ocf.berkeley.edu,trliu,2017-09-04T09:45:03Z,2017-09-04T12:53:02Z,2017-09-04T12:53:02Z,03:07:59,187.98
268348,outbreak.ocf.berkeley.edu,shasan,2017-09-04T10:49:03Z,2017-09-04T21:08:48Z,2017-09-04T21:08:48Z,10:19:45,619.75
268349,invasion.ocf.berkeley.edu,raymondng,2017-09-04T11:22:02Z,2017-09-04T12:24:01Z,2017-09-04T12:24:01Z,01:01:59,61.98
268350,bigbang.ocf.berkeley.edu,vaibhavj,2017-09-04T12:09:02Z,2017-09-04T15:35:31Z,2017-09-04T15:35:31Z,03:26:29,206.48
268351,acid.ocf.berkeley.edu,shaurya,2017-09-04T13:08:03Z,2017-09-04T14:15:30Z,2017-09-04T14:15:30Z,01:07:27,67.45
268352,heatwave.ocf.berkeley.edu,asai,2017-09-04T13:19:02Z,2017-09-04T21:12:16Z,2017-09-04T21:12:16Z,07:53:14,473.23
268354,firewhirl.ocf.berkeley.edu,trliu,2017-09-04T13:22:02Z,2017-09-04T17:48:36Z,2017-09-04T17:48:36Z,04:26:34,266.57
268355,blackout.ocf.berkeley.edu,ldw,2017-09-04T13:42:01Z,2017-09-04T13:57:42Z,2017-09-04T13:57:42Z,00:15:41,15.68
268356,eruption.ocf.berkeley.edu,ldw,2017-09-04T13:59:03Z,2017-09-04T19:15:02Z,2017-09-04T19:15:02Z,05:15:59,315.98
268357,wildfire.ocf.berkeley.edu,chuang,2017-09-04T14:28:02Z,2017-09-04T18:08:01Z,2017-09-04T18:08:01Z,03:39:59,219.98
268358,invasion.ocf.berkeley.edu,raymondng,2017-09-04T15:02:03Z,2017-09-04T15:35:48Z,2017-09-04T15:35:48Z,00:33:45,33.75
268359,bigbang.ocf.berkeley.edu,vaibhavj,2017-09-04T15:36:02Z,2017-09-04T21:16:50Z,2017-09-04T21:16:50Z,05:40:48,340.8
268360,invasion.ocf.berkeley.edu,raymondng,2017-09-04T15:40:02Z,2017-09-04T22:05:34Z,2017-09-04T22:05:34Z,06:25:32,385.53
268361,meteorstorm.ocf.berkeley.edu,baisang,2017-09-04T17:34:03Z,2017-09-04T19:07:49Z,2017-09-04T19:07:49Z,01:33:46,93.77
268362,venom.ocf.berkeley.edu,zdong,2017-09-04T17:36:02Z,2017-09-04T21:05:27Z,2017-09-04T21:05:27Z,03:29:25,209.42
268363,arsenic.ocf.berkeley.edu,kuoh,2017-09-04T17:45:02Z,2017-09-04T17:47:26Z,2017-09-04T17:47:26Z,00:02:24,2.4
268364,chaos.ocf.berkeley.edu,vaibhavj,2017-09-04T18:37:03Z,2017-09-04T18:39:40Z,2017-09-04T18:39:40Z,00:02:37,2.62
268366,surge.ocf.berkeley.edu,kpengboy,2017-09-04T18:55:03Z,2017-09-04T20:10:54Z,2017-09-04T20:10:54Z,01:15:51,75.85
268367,madcow.ocf.berkeley.edu,shikhardhingra,2017-09-04T19:05:03Z,2017-09-04T21:18:38Z,2017-09-04T21:18:38Z,02:13:35,133.58
268369,destruction.ocf.berkeley.edu,baisang,2017-09-04T19:09:02Z,2017-09-04T23:35:29Z,2017-09-04T23:35:29Z,04:26:27,266.45
268370,headcrash.ocf.berkeley.edu,shasan,2017-09-04T19:09:05Z,2017-09-04T21:07:31Z,2017-09-04T21:07:31Z,01:58:26,118.43
268371,blackout.ocf.berkeley.edu,jvperrin,2017-09-04T19:11:02Z,2017-09-04T21:36:51Z,2017-09-04T21:36:51Z,02:25:49,145.82
268372,drought.ocf.berkeley.edu,zdong,2017-09-04T19:13:02Z,2017-09-04T19:47:54Z,2017-09-04T19:47:54Z,00:34:52,34.87
268374,eruption.ocf.berkeley.edu,chunhaowang,2017-09-04T19:21:02Z,2017-09-04T20:15:39Z,2017-09-04T20:15:39Z,00:54:37,54.62
268375,asteroid.ocf.berkeley.edu,clhager,2017-09-04T19:46:03Z,2017-09-04T20:18:12Z,2017-09-04T20:18:12Z,00:32:09,32.15
268376,meteorstorm.ocf.berkeley.edu,shichenh,2017-09-04T19:52:02Z,2017-09-04T23:43:22Z,2017-09-04T23:43:22Z,03:51:20,231.33
268377,drought.ocf.berkeley.edu,bchieng,2017-09-04T19:52:02Z,2017-09-04T20:10:56Z,2017-09-04T20:10:56Z,00:18:54,18.9
268378,blight.ocf.berkeley.edu,christam,2017-09-04T21:02:02Z,2017-09-04T22:53:47Z,2017-09-04T22:53:47Z,01:51:45,111.75
268379,chaos.ocf.berkeley.edu,qpham,2017-09-04T21:02:03Z,2017-09-04T21:15:22Z,2017-09-04T21:15:22Z,00:13:19,13.32
268380,asteroid.ocf.berkeley.edu,clhager,2017-09-04T21:05:03Z,2017-09-04T21:15:22Z,2017-09-04T21:15:22Z,00:10:19,10.32
268381,surge.ocf.berkeley.edu,keur,2017-09-04T21:07:02Z,2017-09-04T21:14:38Z,2017-09-04T21:14:38Z,00:07:36,7.6
268382,hurricane.ocf.berkeley.edu,tiffanychien,2017-09-04T21:11:00Z,2017-09-04T21:12:35Z,2017-09-04T21:12:35Z,00:01:35,1.58
268383,outbreak.ocf.berkeley.edu,shasan,2017-09-04T21:21:02Z,2017-09-04T21:21:11Z,2017-09-04T21:21:11Z,00:00:09,0.15
268384,chaos.ocf.berkeley.edu,kuoh,2017-09-04T21:21:03Z,2017-09-04T21:21:13Z,2017-09-04T21:21:13Z,00:00:10,0.17
268385,cyclone.ocf.berkeley.edu,shasan,2017-09-04T21:22:01Z,2017-09-04T21:31:23Z,2017-09-04T21:31:23Z,00:09:22,9.37
268386,cyclone.ocf.berkeley.edu,shasan,2017-09-04T21:32:01Z,2017-09-04T23:26:23Z,2017-09-04T23:26:23Z,01:54:22,114.37
268387,acid.ocf.berkeley.edu,kpengboy,2017-09-04T21:37:02Z,2017-09-04T21:45:07Z,2017-09-04T21:45:07Z,00:08:05,8.08
268388,heatwave.ocf.berkeley.edu,asai,2017-09-04T21:54:01Z,2017-09-04T21:57:51Z,2017-09-04T21:57:51Z,00:03:50,3.83
268389,madcow.ocf.berkeley.edu,chunhaowang,2017-09-04T22:28:02Z,2017-09-04T22:50:59Z,2017-09-04T22:50:59Z,00:22:57,22.95
268390,volcano.ocf.berkeley.edu,kevinma,2017-09-05T01:23:02Z,2017-09-05T01:36:10Z,2017-09-05T01:36:10Z,00:13:08,13.13
268391,bigbang.ocf.berkeley.edu,mcint,2017-09-05T02:34:02Z,2017-09-05T08:20:50Z,2017-09-05T08:20:50Z,05:46:48,346.8
268424,eruption.ocf.berkeley.edu,shichenh,2017-09-05T09:17:04Z,2017-09-05T10:18:38Z,2017-09-05T10:18:38Z,01:01:34,61.57
268513,chaos.ocf.berkeley.edu,slobo,2017-09-05T10:18:03Z,2017-09-05T10:22:12Z,2017-09-05T10:22:12Z,00:04:09,4.15
268517,eruption.ocf.berkeley.edu,jvperrin,2017-09-05T10:19:03Z,2017-09-05T10:24:05Z,2017-09-05T10:24:05Z,00:05:02,5.03
268548,eruption.ocf.berkeley.edu,ldw,2017-09-05T10:47:03Z,2017-09-05T10:57:08Z,2017-09-05T10:57:08Z,00:10:05,10.08
268549,arsenic.ocf.berkeley.edu,gleeb,2017-09-05T10:48:02Z,2017-09-05T10:49:44Z,2017-09-05T10:49:44Z,00:01:42,1.7
268562,bigbang.ocf.berkeley.edu,shasan,2017-09-05T10:54:03Z,2017-09-05T12:39:37Z,2017-09-05T12:39:37Z,01:45:34,105.57
268563,firewhirl.ocf.berkeley.edu,gleeb,2017-09-05T10:56:01Z,2017-09-05T11:41:56Z,2017-09-05T11:41:56Z,00:45:55,45.92
268583,wildfire.ocf.berkeley.edu,kwliu,2017-09-05T11:07:03Z,2017-09-05T11:13:12Z,2017-09-05T11:13:12Z,00:06:09,6.15
268600,cyclone.ocf.berkeley.edu,kuoh,2017-09-05T11:13:02Z,2017-09-05T11:43:34Z,2017-09-05T11:43:34Z,00:30:32,30.53
268621,eruption.ocf.berkeley.edu,chunhaowang,2017-09-05T11:21:02Z,2017-09-05T11:22:34Z,2017-09-05T11:22:34Z,00:01:32,1.53
268646,madcow.ocf.berkeley.edu,shichenh,2017-09-05T11:38:02Z,2017-09-05T12:22:21Z,2017-09-05T12:22:21Z,00:44:19,44.32
268731,eruption.ocf.berkeley.edu,shichenh,2017-09-05T12:23:03Z,2017-09-05T13:54:57Z,2017-09-05T13:54:57Z,01:31:54,91.9
268747,firewhirl.ocf.berkeley.edu,trliu,2017-09-05T12:33:02Z,2017-09-05T12:35:04Z,2017-09-05T12:35:04Z,00:02:02,2.03
268759,firewhirl.ocf.berkeley.edu,shikhardhingra,2017-09-05T12:37:02Z,2017-09-05T12:52:29Z,2017-09-05T12:52:29Z,00:15:27,15.45
268788,chaos.ocf.berkeley.edu,zhangy,2017-09-05T12:50:03Z,2017-09-05T13:11:12Z,2017-09-05T13:11:12Z,00:21:09,21.15
268795,firewhirl.ocf.berkeley.edu,ianmcdonald,2017-09-05T12:54:02Z,2017-09-05T14:03:06Z,2017-09-05T14:03:06Z,01:09:04,69.07
268823,surge.ocf.berkeley.edu,ldw,2017-09-05T13:11:01Z,2017-09-05T14:06:31Z,2017-09-05T14:06:31Z,00:55:30,55.5
268826,acid.ocf.berkeley.edu,vaibhavj,2017-09-05T13:13:02Z,2017-09-05T13:43:32Z,2017-09-05T13:43:32Z,00:30:30,30.5
268828,invasion.ocf.berkeley.edu,zdong,2017-09-05T13:14:02Z,2017-09-05T13:26:28Z,2017-09-05T13:26:28Z,00:12:26,12.43
268847,invasion.ocf.berkeley.edu,shasan,2017-09-05T13:27:03Z,2017-09-05T15:14:24Z,2017-09-05T15:14:24Z,01:47:21,107.35
268884,eruption.ocf.berkeley.edu,shichenh,2017-09-05T14:00:02Z,2017-09-05T14:02:02Z,2017-09-05T14:02:02Z,00:02:00,2
268888,bigbang.ocf.berkeley.edu,zdong,2017-09-05T14:04:01Z,2017-09-05T16:20:36Z,2017-09-05T16:20:36Z,02:16:35,136.58
268893,hurricane.ocf.berkeley.edu,kpengboy,2017-09-05T14:07:02Z,2017-09-05T14:07:04Z,2017-09-05T14:07:04Z,00:00:02,0.03
268897,eruption.ocf.berkeley.edu,kpengboy,2017-09-05T14:08:03Z,2017-09-05T15:25:02Z,2017-09-05T15:25:02Z,01:16:59,76.98
268905,wildfire.ocf.berkeley.edu,jkjhkim,2017-09-05T14:13:02Z,2017-09-05T14:28:17Z,2017-09-05T14:28:17Z,00:15:15,15.25
268921,firewhirl.ocf.berkeley.edu,vaibhavj,2017-09-05T14:20:03Z,2017-09-05T14:30:24Z,2017-09-05T14:30:24Z,00:10:21,10.35
269001,eruption.ocf.berkeley.edu,kpengboy,2017-09-05T15:25:03Z,2017-09-05T16:57:06Z,2017-09-05T16:57:06Z,01:32:03,92.05
269014,madcow.ocf.berkeley.edu,baisang,2017-09-05T15:34:01Z,2017-09-05T17:12:02Z,2017-09-05T17:12:02Z,01:38:01,98.02
269051,surge.ocf.berkeley.edu,shikhardhingra,2017-09-05T15:53:02Z,2017-09-05T16:23:41Z,2017-09-05T16:23:41Z,00:30:39,30.65
269059,cyclone.ocf.berkeley.edu,trliu,2017-09-05T16:00:03Z,2017-09-05T17:49:28Z,2017-09-05T17:49:28Z,01:49:25,109.42
269094,bigbang.ocf.berkeley.edu,zdong,2017-09-05T16:27:02Z,2017-09-05T16:48:39Z,2017-09-05T16:48:39Z,00:21:37,21.62
269099,meteorstorm.ocf.berkeley.edu,ldw,2017-09-05T16:35:03Z,2017-09-05T17:47:07Z,2017-09-05T17:47:07Z,01:12:04,72.07
269111,drought.ocf.berkeley.edu,liuc,2017-09-05T16:52:03Z,2017-09-05T17:02:10Z,2017-09-05T17:02:10Z,00:10:07,10.12
269150,chaos.ocf.berkeley.edu,baisang,2017-09-05T17:16:02Z,2017-09-05T17:16:33Z,2017-09-05T17:16:33Z,00:00:31,0.52
269156,arsenic.ocf.berkeley.edu,bzhen,2017-09-05T17:19:02Z,2017-09-05T17:23:11Z,2017-09-05T17:23:11Z,00:04:09,4.15
269162,eruption.ocf.berkeley.edu,asai,2017-09-05T17:22:01Z,2017-09-05T18:30:07Z,2017-09-05T18:30:07Z,01:08:06,68.1
269168,madcow.ocf.berkeley.edu,vaibhavj,2017-09-05T17:37:02Z,2017-09-05T18:00:40Z,2017-09-05T18:00:40Z,00:23:38,23.63
269188,hurricane.ocf.berkeley.edu,jvperrin,2017-09-05T18:06:03Z,2017-09-05T18:27:08Z,2017-09-05T18:27:08Z,00:21:05,21.08
269189,madcow.ocf.berkeley.edu,vaibhavj,2017-09-05T18:07:03Z,2017-09-05T18:42:28Z,2017-09-05T18:42:28Z,00:35:25,35.42
269192,surge.ocf.berkeley.edu,soohee,2017-09-05T18:09:01Z,2017-09-05T18:10:57Z,2017-09-05T18:10:57Z,00:01:56,1.93
269196,wildfire.ocf.berkeley.edu,kuoh,2017-09-05T18:17:03Z,2017-09-05T18:20:38Z,2017-09-05T18:20:38Z,00:03:35,3.58
269201,cyanide.ocf.berkeley.edu,ldw,2017-09-05T18:25:02Z,2017-09-05T19:52:59Z,2017-09-05T19:52:59Z,01:27:57,87.95
269206,plague.ocf.berkeley.edu,andycui,2017-09-05T18:31:01Z,2017-09-05T19:46:35Z,2017-09-05T19:46:35Z,01:15:34,75.57
269210,bigbang.ocf.berkeley.edu,mcint,2017-09-05T18:41:02Z,2017-09-05T20:00:18Z,2017-09-05T20:00:18Z,01:19:16,79.27
269211,cyclone.ocf.berkeley.edu,abizer,2017-09-05T18:41:02Z,2017-09-05T21:06:10Z,2017-09-05T21:06:10Z,02:25:08,145.13
269221,invasion.ocf.berkeley.edu,vaibhavj,2017-09-05T18:55:02Z,2017-09-05T19:55:05Z,2017-09-05T19:55:05Z,01:00:03,60.05
269225,famine.ocf.berkeley.edu,kuoh,2017-09-05T19:09:02Z,2017-09-05T19:20:39Z,2017-09-05T19:20:39Z,00:11:37,11.62
269226,blizzard.ocf.berkeley.edu,shasan,2017-09-05T19:12:02Z,2017-09-05T21:10:03Z,2017-09-05T21:10:03Z,01:58:01,118.02
269227,madcow.ocf.berkeley.edu,shasan,2017-09-05T19:16:03Z,2017-09-05T19:42:34Z,2017-09-05T19:42:34Z,00:26:31,26.52
269229,blight.ocf.berkeley.edu,shichenh,2017-09-05T19:23:02Z,2017-09-05T20:13:59Z,2017-09-05T20:13:59Z,00:50:57,50.95
269230,firewhirl.ocf.berkeley.edu,baisang,2017-09-05T19:26:02Z,2017-09-05T19:51:13Z,2017-09-05T19:51:13Z,00:25:11,25.18
269231,drought.ocf.berkeley.edu,kuoh,2017-09-05T19:31:02Z,2017-09-05T19:35:01Z,2017-09-05T19:35:01Z,00:03:59,3.98
269232,outbreak.ocf.berkeley.edu,kuoh,2017-09-05T19:50:03Z,2017-09-05T19:51:01Z,2017-09-05T19:51:01Z,00:00:58,0.97
269236,invasion.ocf.berkeley.edu,vaibhavj,2017-09-05T19:57:02Z,2017-09-05T20:42:05Z,2017-09-05T20:42:05Z,00:45:03,45.05
269239,headcrash.ocf.berkeley.edu,rpthornton,2017-09-05T19:58:02Z,2017-09-05T20:42:06Z,2017-09-05T20:42:06Z,00:44:04,44.07
